idAsset,name,initials,institutionName,institutionInitials,city,state,hasSharing,about
25871,Biobanco da Biodiversidade e Saúde da Fiocruz,BBS-Fiocruz,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,False,"O Biobanco da Biodiversidade e Saúde da Fiocruz (BBS-Fiocruz) é uma importante plataforma de serviços para a pesquisa, o desenvolvimento tecnológico e a inovação na área da saúde. Seu objetivo é o armazenamento seguro, confiável, ético, legal e rastreável de material biológico humano e da biodiversidade."
25687,Biobanco da Fiocruz Amazônia,BFA,Fundação Oswaldo Cruz,FIOCRUZ,Manaus,AM,False,"Biobanco da biodiversidade em saúde da Amazônia que contará com amostras humanas diversas para a investigação de patógenos emergentes, re-emergentes e negligenciados; assim como outros agravos em saúde, com ênfase na vigilância e preparação para novas emergências sanitárias."
25845,Biobanco da Fiocruz Ceará,BFCE,Fundação Oswaldo Cruz ,Fiocruz CE,Eusébio,CE,False,"Sistemas de recebimento, processamento e armazenamento de amostras biológicas de interesse em saúde e ambiente como parte da Rede Fiocruz de Biobancos."
23729,Biobanco de Bio-manguinhos,B-070,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,False,"O Biobanco de Bio-manguinhos foi criado com o objetivo de prover à comunidade científica o acesso a materiais biológicos humanos de qualidade oriundos de pesquisas clínicas conduzidas por Bio-manguinhos/Fiocruz, bem como de seus dados associados, para atender às necessidades atuais e principalmente futuras da pesquisa no Brasil."
24001,"Biobanco de células iPS - Instituto Carlos Chagas, Fiocruz Paraná  (ICC/Fiocruz)",BiPS-ICC,Fundação Oswaldo Cruz,FIOCRUZ,Curitiba,PR,False,"O Biobanco de células iPS (células reprogramadas) foi criado atendendo a uma demanda do Ministério da Saúde por iPS de doenças relevantes com qualidade controlada para uso geral por pesquisadores brasileiros. Trata-se de um banco de células sem fins lucrativos que reúne células pluripotentes oriundas de pacientes acometidos por uma gama de doenças de importância mundial, assim como indivíduos saudáveis."
30970,BioBanco de Pesquisas em Ciências da Saúde na Universidade Federal do Ceará,BIOBANCO,Universidade Federal do Ceará,UFC,Fortaleza,CE,False,"O objetivo geral deste Subprojeto é o de implantar um Biobanco, composto de coleções de tumores, tecidos humanos normais e macromoléculas, garantindo uma infraestrutura para coleta, estocagem e disponibilização fácil e ágil do material e das informações armazenadas, de acordo com as normas vigentes do Conselho Nacional de Saúde (CNS). A estrutura proposta deverá fornecer suporte a diversas linhas de pesquisa em andamento nesta Instituição."
42641,BIOBANCO DE TUMORES E TECIDOS DO INSTITUTO ALFA DE GASTROENTEROLOGIA DO HC-UFMG,BTT-IAG-HCUFMG,HOSPITAL DAS CLINICAS DA UFMG - EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,HC-UFMG/EBSERH,Belo Horizonte,MG,False,"O Biobanco de Tumores e Tecidos do HC-UFMG é uma infraestrutura estratégica para pesquisa, dedicada à coleta, processamento e armazenamento de amostras biológicas humanas. Atua conforme normas éticas e legais, garantindo qualidade, rastreabilidade e segurança. Apoia estudos que promovem avanços no diagnóstico, prognóstico e tratamento do câncer, viabilizando a pesquisa em biologia molecular e genética. Atualmente, o BTT possui mais de 5mil amostras de tecidos biológicos armazenadas a -80°C."
22879,Biobanco do Instituto Aggeu Magalhães,BIAM,Fundação Oswaldo Cruz,FIOCRUZ,Recife,PE,False,"O Biobanco do Instituto Aggeu Magalhães (BIAM), Fiocruz PE vem a integrar a Rede Fiocruz de Biobancos (RFBB). A RFBB, vinculada à Vice-Presidência de Pesquisa e Coleções Biológicas da Fiocruz, foi instituída em 2015, para estabelecer e manter biobancos estruturados em rede, a fim de prover à comunidade científica material biológico humano de alta qualidade. O BIAM visa armazenar amostras provenientes da assistência e da pesquisa, e contribuir com a democratização e sustentabilidade científica."
27165,Biobanco do Instituto Fernandes Figueira,BIFF,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,False,"O setor, ligado ás vices diretorias do Instituto Fernandes figueira se destina a  organizar o armazenamento e a utilização de material biológico humano com finalidade de pesquisas futuras, no contexto do atual marco regulatório emanado da Resolução CNS nº 441/11 e da Portaria MS nº 2.201/2011."
23746,BIOBANCO DO INSTITUTO GONÇALO MONIZ,BIO-IGM,Fundação Oswaldo Cruz,FIOCRUZ,Salvador,BA,False,"O Biobanco do Instituto Gonçalo Moniz – Bio-IGM tem como principal objetivo o armazenamento e utilização de material biológico humano para pesquisas biomédicas. Seu propósito é garantir a qualidade das amostras depositadas e a integridade das informações associadas a elas, a fim de promover um melhor entendimento e manejo das principais doenças presentes no Brasil, tais como a COVID-19, doenças infecciosas e parasitárias, crônicas, degenerativas e neoplasias, no IGM e em outras instituições."
25477,Biobanco do Instituto Oswaldo Cruz / Fiocruz,BIOC,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,False,"O Biobanco do IOC/Fiocruz (BIOC), abrange o armazenamento e fornecimento de amostras de sangue e seus derivados, provenientes de pacientes acometidos com hanseníase, hepatite viral e SARS-COV-2, além de ácidos nucleicos e materiais oriundos de coletas de swab/aspirado de nasofaringe e orofaringe para detecção viral (meio de transporte viral, material sobrenadante e/ou ácidos nucleicos purificados, para fins de Pesquisa."
26212,Biobanco do Instituto Rene Rachou,BIRR/FIOCRUZ,Fundação Oswaldo Cruz,FIOCRUZ,Belo Horizonte,MG,False,"O BIRR/Fiocruz armazenará materiais biológicos humanos relacionados às doenças de leishmaniose tegumentar, chagas e esquistossomose. Serão disponibilizadas as informações associadas, para fins de pesquisa sendo elas alinhadas com a missão da Fiocruz e com a máxima qualidade possível. Todos os materiais biológicos humanos serão recebidos e cedidos sempre em caráter voluntário e gratuito, não sendo permitida qualquer espécie de remuneração e/ou comercialização."
8901,BioBanco- Rede Acadêmica de Pesquisa sobre o Câncer,BIOB-01,Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo,HCFMUSP,São Paulo,SP,False,"O Biobanco visa a coleção, processamento, armazenamento de amostras biológicas de casos com câncer, controles e suas informações segundo as normas éticas. O processamento das amostras segue um controle de qualidade de padrão internacional. Faz parte do Centro de Investigação Translacional em Oncologia, uma das sedes do Comprehensive Center for Precision Oncology (C2PO), constituindo o núcleo pré-analítico do Centro de Proteômica e Metabolômica do Câncer da USP."
22577,Biobanco UNIFESP,Biobanco UNIFESP,Universidade Federal de São Paulo,UNIFESP,São Paulo,SP,True,"O Biobanco UNIFESP tem como finalidade armazenar materiais biológicos humanos para fins de pesquisa futura, em freezers -80 ºC. O armazenamento se faz por cessão de amostras de indivíduos, doentes ou não, que assinem termo de consentimento livre e esclarecido (TCLE) próprio do Biobanco. Acoplado há um laboratório de biologia molecular para extração de DNA e RNA, bem como de manipulação de amostras líquidas. Rua Pedro de Toledo 781, sala 1, primeiro andar. (11) 3385-4343 Voip 3099."
30861,Biobanco USCS,Biobanco USCS,Universidade Municipal de São Caetano do Sul,USCS,São Caetano do Sul,SP,False,"O Biobanco USCS é gerido por uma equipe de especialistas, incluindo mestres e doutores, oferecendo suporte integral para pesquisas científicas. Garantimos a qualidade e integridade das amostras armazenadas.
Realizamos o processamento e armazenamento de amostras biológicas seguindo rigorosamente as diretrizes nacionais e as Boas Práticas de Laboratório, assegurando a confiabilidade dos dados para estudos clínicos e translacionais."
12030,BioBD,BioBD,Pontifícia Universidade Católica do Rio de Janeiro,PUC-RIO,Rio de Janeiro,RJ,False,"O Laboratório de BioInformática e Bancos de Dados (BioBD) foca em engenharia de dados aplicada a biologia computacional e outras aplicações. Por um lado, nosso objetivo é investigar tópicos atuais em pesquisa de gerenciamento de banco de dados, particularmente sintonia fina automática, representação de dados e novos modelos de dados. Nossos principais tópicos de pesquisa são relacionados à BioInformática e outras aplicações interdisciplinares."
9319,BIODESIGN LAB,BIODESIGN,Pontifícia Universidade Católica do Rio de Janeiro,PUC-RIO,Rio de Janeiro,RJ,False,"O Laboratório Biodesign, vinculado ao DAD, desenvolve atividades de ensino e pesquisa que têm despertado interesse acadêmico e profissional. Os projetos envolvem cada vez mais alunos e professores, unindo, por exemplo, o Design às áreas do CCS, como biologia e medicina, em trabalhos multidisciplinares, interdepartamentais e até mesmo interinstitucionais. Importante registrar a relevância das publicações cientificas nacionais e internacionais desenvolvidas pelos pesquisadores do laboratório."
33871,Biodinâmica do Movimento Humano,LABIMOH,Universidade Estadual do Norte do Paraná,UENP,Jacarezinho,PR,False,Laboratório destinado à avaliação física de pessoas de diferentes faixas etárias e condições de saúde.
13313,"Bioenergia, Biocombustíveis, Clima e Efluentes",BBCE,Universidade Estadual Paulista Júlio de Mesquita Filho,UNESP,Sorocaba,SP,False,"Trabalhamos com estas linhas de pesquisa, porém em termos de equipamentos, possuimos um TGA-DSC Q600 simultânio"
10266,Bioensaios,Fiocruz-RPT11M,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,True,"A plataforma presta serviços para análise de atividade antitumoral e ensaios complementares de mecanismo de ação e farmacodinâmica ""in vitro"". Assessoria para o PD&I de fármacos e isolamento de bioativos guiado por bioatividade. Analises de citotoxicidade em painel de linhagens de tumores líquidos e sólidos além de ensaios de monitoramento de apoptose (Annexina V) e ativação de caspase 3/7 por citometria de fluxo. Integrante do Centro de Pesquisa Avançada em Bioengenharia Aplicada à Saúde."
10267,Bioensaios,Fiocruz-RPT11J,Fundação Oswaldo Cruz,FIOCRUZ,Curitiba,PR,True,"Localizada no Instituto Carlos Chagas - FIOCRUZ-PR, a plataforma possui equipe qualificada, atuando na RPT desde 2018.  A plataforma realiza bioensaios de citotoxicidade para determinação de IC50 e DL50. È disponibilizado o seguinte equipamento multiusuário: Leitor de Elisa Synergy H1M2F (Biotek). Adicionalmente, outros equipamentos de médio e pequeno porte também são utilizados, como cabines de segurança biológica, micropipetas, balanças, estufas, etc."
10529,Bioensaios,Fiocruz-RPT11G,Fundação Oswaldo Cruz,FIOCRUZ,Porto Velho,RO,True,"Localizada no Instituto Oswaldo Cruz-RO, a plataforma presta serviço para análise antiparasitária e de citotoxicidade de compostos bioativos. Os resultados são expressos por valores de IC50 e CC50.  Para a realização da triagem de compostos são utilizados equipamentos de médio e pequeno porte como banho-maria ultrassônico, balança, centrífugas de tubos e placas, cabines de segurança biológica, microscópio óptico, microscópio invertido, estufas e etc."
10530,Bioensaios,Fiocruz-RPT11H,Fundação Oswaldo Cruz,FIOCRUZ,Manaus,AM,True,"Localizada em Manaus-AM, a plataforma possui uma equipe qualificada  atuando com triagem de substâncias de diversas origens contra bactérias gram-positivas e Gram-negativas de interesse clínico, além de realizar triagem de substâncias frente as cepas de Plasmodium falciparum e verificar a citotoxicidade dessas substâncias contra diversas linhagens celulares. A plataforma possui um leitor de microplacas de última geração que detecta luminescência, fluorescência e absorbância."
9178,Bioensaios,Fiocruz-RPT11B,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,False,"Localizada no Rio de Janeiro - Fiocruz a plataforma possui o sistema BD BACTEC MGIT 960 para detecção rápida de micobactérias através de software para monitoramento constante do crescimento com tecnologia fluorescente e não radiométrica. Possui capacidade para 960 tubos. Possui também Leitor de placas com software para leituras e fotos, Vizion."
11122,Bioensaios,Fiocruz-RPT11F,Fundação Oswaldo Cruz,FIOCRUZ,Belo Horizonte,MG,True,"Localizada  em Belo Horizonte - Fiocruz/Minas, a plataforma está equipada para a realização de ensaios in vitro e in vivo de triagem de drogas com atividade sobre o T. cruzi.."
45446,Bioensaios 1,UR B1,CENTRO DE DESENVOLVIMENTO DA TECNOLOGIA NUCLEAR,CDTN,Belo Horizonte,MG,False,"Laboratório dedicado à manipulação e experimentação animal, adequado para procedimentos de eutanásia e coletas de amostras biológicas."
842,Bioensaios e Triagem de Fármacos,Fiocruz-RPT11I,Fundação Oswaldo Cruz,FIOCRUZ,Rio de Janeiro,RJ,False,"Localizada no IOC/Fiocruz-RJ. A plataforma conta com equipamentos de alto desempenho e possibilita a realização de ensaios de forma automatizada em um grande número de amostras. Tem potencial para apoiar os projetos de desenvolvimento de vacinas, medicamentos, bioinseticidas e insumos para diagnóstico. Além disso, conta com recursos humanos com excelente capacitação técnica para operá-los e atender usuários institucionais e externos."
39861,BIOFÁBRICA,Biofábrica,Universidade Federal de Roraima,UFRR,Boa Vista,RR,False,"A biofábrica é uma instalação dedicada à produção de insumos biológicos através de processos de biotecnologia. Utiliza técnicas para cultivar microrganismos, células vegetais e outros organismos vivos, promovendo práticas agrícolas sustentáveis, como o controle biológico de pragas e doenças, e a fixação biológica de nitrogênio. Além disso, a biofábrica desempenham um papel crucial na conservação da biodiversidade e na produção de sementes e mudas de plantas nativas e cultivadas."
26479,Biofábrica da UNISC,Biofàbrica,Associação Pró-Ensino em Santa Cruz do Sul ,APESC,Santa Cruz do Sul,RS,False,"A Biofábica da UNISC está localizada no bloco 60 da UNISC, formado por 10 salas (total aprox. 200m²), utilizado para o desenvolvimento de projeto de pesquisa e desenvolvimento tecnológico na área de controle biológico e nutrição animal. A estrutura conta com áreas laboratoriais, assim como espaços climatizados para criação de insetos."
22013,Biofábrica de Mudas Vegetal,Bioveg,Sergipe Parque Tecnológico,SergipeTec,São Cristóvão,SE,False,"O laboratório biofábrica de mudas vegetais compreende duas unidades distintas: uma dedicada a pesquisas e atividades relacionadas à cultura de tecidos vegetais, e outra especializada na micropropagação de plantas, abrangendo tanto a reprodução assexuada quanto sexuada de espécies florestais e agrícolas."
46056,Biofábricas e Ambientes Protegidos,Biofabricas,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",IFTO,Palmas,TO,False,Biofábricas e Ambientes Protegidos
2372,Biofísica Molecular,FCI/Bio,Universidade de São Paulo,USP,São Carlos,SP,False,"Desenvolve  projetos na área de biofísica voltados à biologia estrutural de proteínas e estudos interdisciplinares envolvendo biologia molecular, microbiologia e bioinformática. É focado no estudo de interações proteína-proteína e proteína-lipídeos, principalmente proteínas citoesqueléticas, na caracterização da diversidade microbiana e de enzimas termofílicas, na sinalização bacteriana mediada por dinucleotídeo cíclico e no estudo da evolução de genomas."
25139,Biogeoquímica,LB,EMBRAPA FLORESTAS,CNPF,Colombo,PR,False,"O Laboratório atende as demandas de análises diversas de projetos internos e também de projetos com parceiros em todo o Brasil. No laboratório é possível realizar análises de solo (macronutrientes e indicadores de acidez, físico-hídricas), análise de tecido vegetal (macro e micro nutrientes); análises biológicas (biomassa, respiração, enzimas, potencial de solubilização de P, diversidade; produção de bioinsumos) e análises ambientais (nitrato; amônio; carbono orgânico e concentração de GEE)."
18458,BIOINFORMÁTICA,FIOCRUZ-IAM-BIOINFO,Fundação Oswaldo Cruz,FIOCRUZ,Recife,PE,False,"O Laboratório de Bioinformática do Instituto Aggeu Magalhães é responsável pela aquisição, armazenamento, análise e difusão de dados biológicos, majoritariamente montagem de genomas, predição gênica, anotação de genomas, análises de transcriptômica, docking e dinâmica molecular, estatística e inteligência artificial."
782,Bioinformatics and Machine Learning Group,BioMal,Universidade Federal de São Carlos,UFSCAR,São Carlos,SP,False,"The Bioinformatics and Machine Learning Group was founded in 2015, in the Department of Computer Science, Federal University of São Carlos, São Carlos, Brazil. Our research focus is the development and application of Machine Learning methods mainly to solve Biology-related problems. Our research aims at proposing machine learning methods to meet the growing demand on predictive and descriptive tasks in bioinformatics, specially those complex ones involving multiple and structured outputs."
38374,Biologia e Imunologa de doenças infecciosas e parasitárias,BIP,Instituto René Rachou,IRR,Belo Horizonte,MG,False,"O grupo  segue um enfoque de integração entre ciência básica e translacional, para compreender a biologia de patógenos e os mecanismos imunológicos desencadeados em resposta à infecções em busca de ferramentas e estratégias que possam contribuir para o controle e erradicação das doenças causadas pelos mesmos. Nossa missão é gerar conhecimento científico básico e aplicado e propor ações e produtos que irão auxiliar o Ministério da Saúde e o SUS nas ações de controle e eliminação de doenças."
8635,Biologia e Medicina de Animais Domésticos e Selvagens da Amazônia,BIOMEDAM,Universidade Federal do Pará,UFPA,Castanhal,PA,False,"Laboratório que agrega infra-estrutura voltada para apoio ao ensino, pesquisa e extensão na área da biologia reprodutiva de espécies animais domésticas e silvestres da Amazônia."
11292,Biologia Estrutural Integrada,Fiocruz-RPT15A,Fundação Oswaldo Cruz,FIOCRUZ,Curitiba,PR,True,"Localizada no Paraná - ICC/Fiocruz, a plataforma tem por objetivo fornecer infraestrutura e treinamento em todas as etapas que compõem o processo de resolução e análise estrutural de proteínas, desde sua produção recombinante, caracterização biofísica em solução, cristalização até a determinação de estruturas tridimensionais."
38547,Biologia Integrativa - Laboratório de Melhoramento Genético Vegetal,Bioint/LMGV,Universidade Estadual do Norte Fluminense Darcy Ribeiro,UENF,Campos dos Goytacazes,RJ,False,"O Laboratório de Melhoramento Genético Vegetal da UENF desenvolve projetos de pesquisa voltados à fenotipagem de linhagens vegetais sob condições de estresses abióticos, como déficit hídrico, variação de temperatura e eficiência no uso de nitrogênio e fósforo. Está equipado com aparelhos de fenotipagem de última geração, incluindo IRGA, FluorPen e Dualex, que possibilitam a avaliação precisa de parâmetros fisiológicos e bioquímicos relacionados à adaptação e tolerância das plantas."
38735,Biologia Molecular,BioMol,Universidade Federal do Sul da Bahia,UFSB,Porto Seguro,BA,False,"Um laboratório de biologia molecular é um ambiente projetado para o estudo e a manipulação de biomoléculas, principalmente o DNA e o RNA, com o objetivo de compreender sua estrutura, função e interações. É um espaço altamente controlado, organizado e equipado para realizar técnicas sensíveis que exigem precisão e a ausência de contaminantes."
145,Biologia Molecular,Glicobiologia,Universidade Federal de São Paulo,UNIFESP,São Paulo,SP,False,"Pesquisa em Glicobiologia, técnicas de purificação e biologia molecular."
33897,BIOLOGIA MOLECULAR,FRV-BM,Fundação de Pesquisa e Desenvolvimento Tecnológico Rio Verde,FRV,Lucas do Rio Verde,MT,False,"ANALISE MOLECULARES PARA IDENFICAÇÃO DE ESPECIES DE PATOGENOS, INSETOS, PLANTAS DANINHA E MICROOORGANISMOS AGRICOLAS E AFINS"
4589,Biomateriais e Microbiologia Oral,BioMicro,Universidade de Brasília,UNB,Brasilia,DF,True,"Laboratório destinado a pesquisa em Biomateriais, Microbiologia Oral e Microbiologia Molecular, bem como apoio a atividades de ensino para graduação em Odontologia."
32406,Biomateriais Metálicos e Caracterização Avançada de Materiais,BioMet-CAM - UFSCAR,Universidade Federal de São Carlos,UFSCAR,Sao Carlos,SP,False,"um novo laboratório e linha de pesquisa em Biomateriais Metálicos, Ligas Beta de Titânio, Ligas de Mg bioabosorvíveis, manufatura aditiva a laser de ligas de Ti, modificações superficiais do Ti por anodização e micro-arc oxidation (MAO) e Caracterização Avançada de ligas metálicas (aços microligados ao Nb, aços inoxidáveis e duplex/superduplex, ligas de Ti, Al, Fe, Mg, Cu e interfaces hídridas e dissimilares) por microscopia eletrônica (MEV e TEM) e técnicas acessórias (EDS, SAD, HRTEM, STEM, FI"
22326,Biomaterials & Biointerfaces Lab,BBLab/ITA,Instituto Tecnológico de Aeronáutica,ITA,São José dos Campos,SP,False,"Desenvolver pesquisas científicas de grande relevância científica combinando os princípios da química, da biologia, da engenharia e da medicina, contribuindo para as áreas de medicina regenerativa, engenharia de tecidos e tratamentos terapêuticos, visando melhorar o bem-estar e a qualidade de vida das pessoas. Dedicação, inovação e colaboração para criar um futuro melhor!"
31544,Biomedical Image Processing Laboratory,BIP-Lab,Universidade Federal de São Carlos,UFSCAR,São Carlos,SP,False,"Fundado em 2011 pelo professor Ricardo J. Ferrari, Ph.D., com o objetivo de desenvolver soluções práticas para problemas significativos na área biomédica, o BIP-Lab concentra-se em Processamento de Imagens e Vídeos, Visão Computacional e Técnicas de Aprendizado de Máquina (incluindo aplicações de tecnologia de Inteligência Artificial (IA), como Redes Neurais Convolucionais (CNNs) e Autoencoders) para avaliação e interpretação automática de imagens biomédicas."
24230,BioNano&Metals,BioNano&Metals,Universidade Federal do ABC,UFABC,Santo André,SP,False,Laboratório de pesquisa focado na área de Química e nanotecnologia
8129,Bioprocessos,BPC,Centro Nacional de Pesquisa em Energia e Materiais,CNPEM,Campinas,SP,False,"A instalação de Bioprocessos permite utilizar técnicas de cultivo em escala laboratorial que possibilitam a caracterização de microrganismos (fungos, bactérias e leveduras), hidrólise enzimática e fermentação alcoólica visando a transformação em bioquímicos, enzimas, bioprodutos e biomateriais."
11120,Bioprospecção,Fiocruz-RPT10A,Fundação Oswaldo Cruz,FIOCRUZ,Belo Horizonte,MG,False,"Localizada em Belo Horizonte - Fiocruz/Minas a plataforma realiza os serviços de preparo e depósito de extratos, a partir dos quais serão preparadas ou plaqueadas amostras para triagem, confirmação de atividade e determinação de IC50 nos ensaios biológicos in vitro e in vivo disponibilizados através de colaborações firmadas com grupos de pesquisa parceiros."
10832,Bioprospecção Molecular e Bioensaios aplicados ao metabolismo e câncer,Bioprospec,Universidade Federal da Grande Dourados,UFGD,Dourados,MS,False,"O espaço para pesquisa em Bioprospecção Molecular e Bioensaios aplicados ao metabolismo e câncer conta com aproximadamente 600 m2 destinados a estudos moleculares, celulares, bioquímicos e farmacológicos focados na prospecção de compostos naturais e sintéticos aplicados ao controle do metabolismo e câncer, bem como o desenvolvimento de produtos. Conta, inclusive, como um espaço dedicado a estudos in vivo utilizando o modelo Caehnorhabditis elegans."
2015,Bioprospecção Toxinológica e Interação Molecular,Fiocruz-RPT10B,Fundação Oswaldo Cruz,FIOCRUZ,Porto Velho,RO,False,"Localizada na Amazônia Ocidental, a Fiocruz Rondônia conta com a plataforma de Bioprospecção Toxinológica e Interação Molecular (Fiocruz-RPT-10B) com cromatógrafos de alto desempenho, sistemas de eletroforese mono e bi-dimensional, espectrofotometria de UV, ressonância plasmônica de superfície para o desenvolvimento da bioprospecção de compostos ativos potencialmente aplicados à Saúde, Ações de extensão e educativas são realizadas na região com foco na divulgação e popularização científica."
46306,Bioquímica e Fisiologia das Plantas,LaBiFip,Universidade Federal do Cariri,UFCA,Crato,CE,False,"Desenvolve pesquisas em bioquímica e fisiologia vegetal. Realiza análises básicas para a determinação de açúcares, lipídeos e proteínas e de processos fisiológicos, tais como, transpiração e absorção de nutrientes"
45022,Bioquímica Funcional,BIFUN,Universidade Federal do Rio Grande,FURG,Rio Grande,RS,False,"Laboratório do Instituto de Ciências Biológicas (ICB) da FURG, Nele são efetuadas atividades de ensino e pesquisa em temas como ecotoxicologia, nanotoxicologia, extração de compostos bioativos, processos de liberação controlada de bioativos. Diversos modelos animais são utilizados, desde peixes até o verme Caenorhabditis elegans"
27749,Biorrefinaria Experimental de Resíduos Sólidos Orgânicos,Berso,CENTRO DE TECNOLOGIA E GEOCIÊNCIAS DA UFPE,CTG/UFPE,Recife,PE,False,"A Berso é um Laboratório Associado ao OndaCBC localizado na UFPE. O local recebe resíduos orgânicos gerados pela UFPE e os trata através de biodigestão e compostagem. Em paralelo, é realizado o desenvolvimento de pesquisas científicas, além da manutenção de uma horta experimental que recebe o composto orgânico produzido no próprio pátio."
8492,"Biorrepositório para Pesquisas em Psiquiatria, Neurologia e Neurodesenvolvimento",BIOB-04 BPNN,Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo,HCFMUSP,São Paulo,SP,False,"Visa auxiliar os pesquisadores no gerenciamento das amostras biológicas de seus projetos de pesquisa, previamente aprovados pela Comissão de Ética em Pesquisa. O serviço prestado inclui as etapas de recepção, cadastro, processamento e/ou armazenamento de amostras biológicas como sangue periférico, sangue de cordão umbilical, saliva, cabelo e tecidos bem como de seus subprodutos (plasma, soro, DNA, RNA e proteínas)."
30738,"Biossegurança, Restauração, Tratamento, Digitalização, Conservação e Popularização de Documentos Históricos do Estado do Piauí,",MNEMOSINE,Universidade Federal do Piauí,UFPI,Teresina,PI,True,"Laboratório de pesquisa no campo da História, para restauração, tratamento, digitalização, conservação e popularização dos documentos históricos sobre o Estado do Piauí, privilegiando fontes eclesiásticas, militares, jornais, revistas, almanaques, livros de memórias, fotografias, teses médicas, História da saúde e das doenças, envolvendo o período colonial ao republicano, visando contribuir na formação de pesquisadores em nível de graduação, mestrado e doutorado, educação básica e superior."
7788,Biotecnologia Animal,Biotecanimal,Universidade Federal do Oeste do Pará,UFOPA,Santarém,PA,False,"Controle de banco de sêmen de bovinos e bubalinos, estudos em fisiologia reprodutiva de bovinos, bubalinos e equinos, pesquisa em Inseminação artificial em tempo fixo e transferência de embriões.."
13645,Biotecnologia Aplicada a Alimentos,IFC,Instituto Federal Catarinense,IF-CATARINENSE,Concórdia,SC,False,"O laboratório de Biotecnologia Aplicada a Alimentos atende atividades de Ensino, Pesquisa e Extensão dos curso de Engenharia de Alimentos e Técnico em Alimentos do IFC Campus Concórdia."
22371,Biotecnologia Vegetal,Lab. Bio. Vegetal,Universidade de Passo Fundo,UPF,Passo Fundo,RS,False,"O Laboratório realiza pesquisa acadêmica de graduação, e pós graduação (mestrado e doutorado) na área de biotecnologia vegetal."
19434,Biotério,BIOT-CIEnP,Centro de Inovação e Ensaios Pré-Clínicos,CIEnP,Florianópolis,SC,False,"Realiza os processos relacionados à infraestrutura de produção, manutenção, controle de qualidade e bem-estar de ratos e camundongos de experimentação no CIEnP.  Atua no padrão sanitário specific-pathogen-free (SPF)."
2648,Biotério,BIOT,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,UFCSPA,Porto Alegre,RS,False,"O biotério da UFCSPA é definido como um biotério integral, no qual são desempenhadas atividades de produção, manutenção e experimentação de modelos biológicos, incluindo murinos e peixes."
14153,Biotério,CENTRO DE BIOTERISMO,Universidade Comunitária da Região de Chapecó - mantida pela Fundação Universitária do Desenvolvimento do Oeste,Unochapecó,Chapeco,SC,False,"Responsável pela criação, manutenção e experimentação de animais de laboratório, sendo os principais, roedores e peixes. Está legalizado através do Cadastro de Instituições de Uso Científico de Animais-CIUCA, credenciado no CONCEA e cadastro no CRMV/SC. Recentemente obteve certificação junto a CTNBio. Todos os procedimentos realizados seguem as normativas adotadas pela instituição quanto a normas de biossegurança, procedimentos operacionais padrão-POP e legislações vigentes."
10898,Biotério 2 Faculdade de Odontologia de Araraquara,BIO2FOAr,Universidade Estadual Paulista Júlio de Mesquita Filho,UNESP,Araraquara,SP,False,O Biotério 2 está alocado na Faculdade de Odontologia de Araraquara (UNESP) e destina-se a manutenção de animais (roedores) para pesquisa científica.
39786,Biotério Central,Biotério,Universidade Federal de Mato Grosso,UFMT,Cuiabá,MT,False,"O Biotério Central da UFMT foi criado em 2007 para atender demandas relacionadas às aulas práticas e atividades nas áreas de pesquisa técnico-científica, de ensino e de extensão. Possui como finalidade criar e manter animais de laboratório com qualidade sanitária adequada para uso nas atividades de Ensino e Pesquisa desenvolvidas na UFMT."
9584,Biotério Central,BC - UNIVALI,Fundação Universidade do Vale do Itajaí,UNIVALI,Itajaí,SC,False,"O Biotério Central da Fundação Universidade do Vale do Itajaí (UNIVALI), tem como finalidade a criação e manutenção das linhagens de ratos e camundongos: Wistar, SHR, Swiss, Balb/c, C57BL/6 e DBA. O principal objetivo é a centralização da produção destes modelos animais para distribuição aos usuários da UNIVALI."
17663,Biotério Central,BC,Fundação Universidade do Vale do Itajaí,UNIVALI,Itajaí,SC,False,"O Biotério Central da Fundação Universidade do Vale do Itajaí (UNIVALI), tem como finalidade a criação e manutenção das linhagens de ratos e camundongos: Wistar, SHR, Swiss, Balb/c, C57BL/6 e DBA. O principal objetivo é a centralização da produção destes modelos animais para distribuição aos usuários da UNIVALI."
21885,Biotério Central,BIOCEN,Universidade Federal do Amazonas,UFAM,Manaus,AM,False,"É um órgão suplementar e multiusuário, que tem por objetivo a produção de animais de laboratório de alta qualidade sanitária e genética. Os biomodelos são utilizados nas pesquisas e fazem parte da formação de alunos de graduação e pós-graduação."
